1768540685.567578 server started (47022): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1768540685.567602 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1768540685.567610 using libevent 2.1.12-stable select
1768540685.567617 using utf8proc 2.11.2
1768540685.567622 using ncurses 6.5 20240427
1768540685.636864 cmd_parse_build_commands 0:0: send
1768540685.636867 cmd_parse_build_commands 0:1: -N
1768540685.636871 cmd_parse_build_commands 0:2: %%
1768540685.636896 args_parse_flags: next -N
1768540685.636900 args_parse_flag_argument: -N = %%
1768540685.636903 args_parse: flags end at 3 of 3
1768540685.636908 cmd_parse_build_commands: send-keys -N "%%"
1768540685.636912 args_parse_flags: next -Np(repeat)
1768540685.636915 args_parse_flags: -N
1768540685.636918 args_parse_flag_argument: -p = (repeat)
1768540685.636922 args_parse_flags: next -I1
1768540685.636925 args_parse_flag_argument: -I = 1
1768540685.636928 args_parse: flags end at 3 of 4
1768540685.636933 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.636941 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1768540685.636945 args_parse_flags: next -Tcopy-mode-vi
1768540685.636948 args_parse_flag_argument: -T = copy-mode-vi
1768540685.636951 args_parse_flags: next 1
1768540685.636955 args_parse: flags end at 2 of 4
1768540685.636958 args_parse: 2 = 1 (type STRING)
1768540685.636966 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.636976 cmd_parse_build_commands: bind-key -T copy-mode-vi 1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1768540685.636980 cmdq_get_command: [bind-key/0xa1acc8100] group 2152
1768540685.636984 cmdq_append <global>: [bind-key/0xa1acc8100]
1768540685.636987 yylex_token: end at WS
1768540685.636990 yylex_token: bind
1768540685.636995 yylex_token: end at WS
1768540685.636998 yylex_token: -Tcopy-mode-vi
1768540685.637001 yylex_token: end at WS
1768540685.637004 yylex_token: 2
1768540685.637008 yylex_token: end at WS
1768540685.637011 yylex_token: command-prompt
1768540685.637015 yylex_token: end at WS
1768540685.637019 yylex_token: -Np(repeat)
1768540685.637022 yylex_token: end at WS
1768540685.637025 yylex_token: -I2
1768540685.637029 yylex_token: end at WS
1768540685.637032 yylex_token: send
1768540685.637035 yylex_token: end at WS
1768540685.637038 yylex_token: -N
1768540685.637042 yylex_token: end at WS
1768540685.637045 yylex_token: %%
1768540685.637049 cmd_parse_build_commands 0:0: bind
1768540685.637052 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.637056 cmd_parse_build_commands 0:2: 2
1768540685.637059 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.637063 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.637066 cmd_parse_build_commands 0:3 0:2: -I2
1768540685.637070 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.637073 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.637076 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.637080 cmd_parse_build_commands 0:0: command-prompt
1768540685.637083 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.637087 cmd_parse_build_commands 0:2: -I2
1768540685.637090 cmd_parse_build_commands 0:3 0:0: send
1768540685.637093 cmd_parse_build_commands 0:3 0:1: -N
1768540685.637097 cmd_parse_build_commands 0:3 0:2: %%
1768540685.637101 cmd_parse_build_commands 0:0: send
1768540685.637104 cmd_parse_build_commands 0:1: -N
1768540685.637107 cmd_parse_build_commands 0:2: %%
1768540685.637111 args_parse_flags: next -N
1768540685.637134 args_parse_flag_argument: -N = %%
1768540685.637138 args_parse: flags end at 3 of 3
1768540685.637143 cmd_parse_build_commands: send-keys -N "%%"
1768540685.637146 args_parse_flags: next -Np(repeat)
1768540685.637149 args_parse_flags: -N
1768540685.637153 args_parse_flag_argument: -p = (repeat)
1768540685.637156 args_parse_flags: next -I2
1768540685.637159 args_parse_flag_argument: -I = 2
1768540685.637163 args_parse: flags end at 3 of 4
1768540685.637167 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.637175 cmd_parse_build_commands: command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1768540685.637178 args_parse_flags: next -Tcopy-mode-vi
1768540685.637182 args_parse_flag_argument: -T = copy-mode-vi
1768540685.637185 args_parse_flags: next 2
1768540685.637188 args_parse: flags end at 2 of 4
1768540685.637191 args_parse: 2 = 2 (type STRING)
1768540685.637199 args_parse: 3 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.637208 cmd_parse_build_commands: bind-key -T copy-mode-vi 2 { command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } }
1768540685.637213 cmdq_get_command: [bind-key/0xa1acc8200] group 2164
1768540685.637216 cmdq_append <global>: [bind-key/0xa1acc8200]
1768540685.637220 yylex_token: end at WS
1768540685.637223 yylex_token: bind
1768540685.637227 yylex_token: end at WS
1768540685.637230 yylex_token: -Tcopy-mode-vi
1768540685.637234 yylex_token: end at WS
1768540685.637237 yylex_token: 3
1768540685.637241 yylex_token: end at WS
1768540685.637244 yylex_token: command-prompt
1768540685.637248 yylex_token: end at WS
1768540685.637251 yylex_token: -Np(repeat)
1768540685.637255 yylex_token: end at WS
1768540685.637258 yylex_token: -I3
1768540685.637261 yylex_token: end at WS
1768540685.637264 yylex_token: send
1768540685.637268 yylex_token: end at WS
1768540685.637271 yylex_token: -N
1768540685.637274 yylex_token: end at WS
1768540685.637277 yylex_token: %%
1768540685.637281 cmd_parse_build_commands 0:0: bind
1768540685.637285 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.637288 cmd_parse_build_commands 0:2: 3
1768540685.637292 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.637295 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.637298 cmd_parse_build_commands 0:3 0:2: -I3
1768540685.637302 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.637305 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.637308 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.637312 cmd_parse_build_commands 0:0: command-prompt
1768540685.637316 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.637319 cmd_parse_build_commands 0:2: -I3
1768540685.637322 cmd_parse_build_commands 0:3 0:0: send
1768540685.637325 cmd_parse_build_commands 0:3 0:1: -N
1768540685.637329 cmd_parse_build_commands 0:3 0:2: %%
1768540685.637333 cmd_parse_build_commands 0:0: send
1768540685.637336 cmd_parse_build_commands 0:1: -N
1768540685.637339 cmd_parse_build_commands 0:2: %%
1768540685.637343 args_parse_flags: next -N
1768540685.637347 args_parse_flag_argument: -N = %%
1768540685.637350 args_parse: flags end at 3 of 3
1768540685.637355 cmd_parse_build_commands: send-keys -N "%%"
1768540685.637358 args_parse_flags: next -Np(repeat)
1768540685.637362 args_parse_flags: -N
1768540685.637365 args_parse_flag_argument: -p = (repeat)
1768540685.637368 args_parse_flags: next -I3
1768540685.637372 args_parse_flag_argument: -I = 3
1768540685.637375 args_parse: flags end at 3 of 4
1768540685.637379 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.637387 cmd_parse_build_commands: command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1768540685.637390 args_parse_flags: next -Tcopy-mode-vi
1768540685.637394 args_parse_flag_argument: -T = copy-mode-vi
1768540685.637397 args_parse_flags: next 3
1768540685.637400 args_parse: flags end at 2 of 4
1768540685.637404 args_parse: 2 = 3 (type STRING)
1768540685.637411 args_parse: 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.637420 cmd_parse_build_commands: bind-key -T copy-mode-vi 3 { command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } }
1768540685.637429 cmdq_get_command: [bind-key/0xa1acc8300] group 2176
1768540685.637432 cmdq_append <global>: [bind-key/0xa1acc8300]
1768540685.637436 yylex_token: end at WS
1768540685.637439 yylex_token: bind
1768540685.637443 yylex_token: end at WS
1768540685.637446 yylex_token: -Tcopy-mode-vi
1768540685.637450 yylex_token: end at WS
1768540685.637453 yylex_token: 4
1768540685.637457 yylex_token: end at WS
1768540685.637460 yylex_token: command-prompt
1768540685.637464 yylex_token: end at WS
1768540685.637467 yylex_token: -Np(repeat)
1768540685.637471 yylex_token: end at WS
1768540685.637474 yylex_token: -I4
1768540685.637477 yylex_token: end at WS
1768540685.637481 yylex_token: send
1768540685.637484 yylex_token: end at WS
1768540685.637487 yylex_token: -N
1768540685.637490 yylex_token: end at WS
1768540685.637493 yylex_token: %%
1768540685.637498 cmd_parse_build_commands 0:0: bind
1768540685.637501 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.637504 cmd_parse_build_commands 0:2: 4
1768540685.637508 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.637511 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.637515 cmd_parse_build_commands 0:3 0:2: -I4
1768540685.637518 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.637522 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.637525 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.637529 cmd_parse_build_commands 0:0: command-prompt
1768540685.637532 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.637535 cmd_parse_build_commands 0:2: -I4
1768540685.637539 cmd_parse_build_commands 0:3 0:0: send
1768540685.637542 cmd_parse_build_commands 0:3 0:1: -N
1768540685.637545 cmd_parse_build_commands 0:3 0:2: %%
1768540685.637549 cmd_parse_build_commands 0:0: send
1768540685.637552 cmd_parse_build_commands 0:1: -N
1768540685.637556 cmd_parse_build_commands 0:2: %%
1768540685.637560 args_parse_flags: next -N
1768540685.637563 args_parse_flag_argument: -N = %%
1768540685.637567 args_parse: flags end at 3 of 3
1768540685.637572 cmd_parse_build_commands: send-keys -N "%%"
1768540685.637576 args_parse_flags: next -Np(repeat)
1768540685.637579 args_parse_flags: -N
1768540685.637582 args_parse_flag_argument: -p = (repeat)
1768540685.637586 args_parse_flags: next -I4
1768540685.637589 args_parse_flag_argument: -I = 4
1768540685.637592 args_parse: flags end at 3 of 4
1768540685.637597 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.637604 cmd_parse_build_commands: command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1768540685.637608 args_parse_flags: next -Tcopy-mode-vi
1768540685.637612 args_parse_flag_argument: -T = copy-mode-vi
1768540685.637615 args_parse_flags: next 4
1768540685.637618 args_parse: flags end at 2 of 4
1768540685.637621 args_parse: 2 = 4 (type STRING)
1768540685.637629 args_parse: 3 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.637638 cmd_parse_build_commands: bind-key -T copy-mode-vi 4 { command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } }
1768540685.637643 cmdq_get_command: [bind-key/0xa1acc8400] group 2188
1768540685.637646 cmdq_append <global>: [bind-key/0xa1acc8400]
1768540685.637650 yylex_token: end at WS
1768540685.637653 yylex_token: bind
1768540685.637657 yylex_token: end at WS
1768540685.637660 yylex_token: -Tcopy-mode-vi
1768540685.637663 yylex_token: end at WS
1768540685.637666 yylex_token: 5
1768540685.637671 yylex_token: end at WS
1768540685.637674 yylex_token: command-prompt
1768540685.637678 yylex_token: end at WS
1768540685.637681 yylex_token: -Np(repeat)
1768540685.637684 yylex_token: end at WS
1768540685.637687 yylex_token: -I5
1768540685.637691 yylex_token: end at WS
1768540685.637694 yylex_token: send
1768540685.637697 yylex_token: end at WS
1768540685.637700 yylex_token: -N
1768540685.637704 yylex_token: end at WS
1768540685.637707 yylex_token: %%
1768540685.637711 cmd_parse_build_commands 0:0: bind
1768540685.637714 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.637721 cmd_parse_build_commands 0:2: 5
1768540685.637725 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.637728 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.637732 cmd_parse_build_commands 0:3 0:2: -I5
1768540685.637735 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.637739 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.637742 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.637746 cmd_parse_build_commands 0:0: command-prompt
1768540685.637749 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.637752 cmd_parse_build_commands 0:2: -I5
1768540685.637756 cmd_parse_build_commands 0:3 0:0: send
1768540685.637759 cmd_parse_build_commands 0:3 0:1: -N
1768540685.637763 cmd_parse_build_commands 0:3 0:2: %%
1768540685.637766 cmd_parse_build_commands 0:0: send
1768540685.637770 cmd_parse_build_commands 0:1: -N
1768540685.637773 cmd_parse_build_commands 0:2: %%
1768540685.637777 args_parse_flags: next -N
1768540685.637781 args_parse_flag_argument: -N = %%
1768540685.637784 args_parse: flags end at 3 of 3
1768540685.637789 cmd_parse_build_commands: send-keys -N "%%"
1768540685.637792 args_parse_flags: next -Np(repeat)
1768540685.637795 args_parse_flags: -N
1768540685.637799 args_parse_flag_argument: -p = (repeat)
1768540685.637809 args_parse_flags: next -I5
1768540685.637812 args_parse_flag_argument: -I = 5
1768540685.637816 args_parse: flags end at 3 of 4
1768540685.637820 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.637827 cmd_parse_build_commands: command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1768540685.637831 args_parse_flags: next -Tcopy-mode-vi
1768540685.637834 args_parse_flag_argument: -T = copy-mode-vi
1768540685.637838 args_parse_flags: next 5
1768540685.637841 args_parse: flags end at 2 of 4
1768540685.637844 args_parse: 2 = 5 (type STRING)
1768540685.637851 args_parse: 3 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.637861 cmd_parse_build_commands: bind-key -T copy-mode-vi 5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1768540685.637865 cmdq_get_command: [bind-key/0xa1acc8500] group 2200
1768540685.637869 cmdq_append <global>: [bind-key/0xa1acc8500]
1768540685.637872 yylex_token: end at WS
1768540685.637876 yylex_token: bind
1768540685.637880 yylex_token: end at WS
1768540685.637883 yylex_token: -Tcopy-mode-vi
1768540685.637886 yylex_token: end at WS
1768540685.637889 yylex_token: 6
1768540685.637894 yylex_token: end at WS
1768540685.637897 yylex_token: command-prompt
1768540685.637901 yylex_token: end at WS
1768540685.637904 yylex_token: -Np(repeat)
1768540685.637907 yylex_token: end at WS
1768540685.637910 yylex_token: -I6
1768540685.637914 yylex_token: end at WS
1768540685.637917 yylex_token: send
1768540685.637920 yylex_token: end at WS
1768540685.637923 yylex_token: -N
1768540685.637927 yylex_token: end at WS
1768540685.637930 yylex_token: %%
1768540685.637934 cmd_parse_build_commands 0:0: bind
1768540685.637937 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.637940 cmd_parse_build_commands 0:2: 6
1768540685.637944 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.637948 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.637951 cmd_parse_build_commands 0:3 0:2: -I6
1768540685.637955 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.637958 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.637961 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.637965 cmd_parse_build_commands 0:0: command-prompt
1768540685.637968 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.637972 cmd_parse_build_commands 0:2: -I6
1768540685.637975 cmd_parse_build_commands 0:3 0:0: send
1768540685.637978 cmd_parse_build_commands 0:3 0:1: -N
1768540685.637982 cmd_parse_build_commands 0:3 0:2: %%
1768540685.637985 cmd_parse_build_commands 0:0: send
1768540685.637989 cmd_parse_build_commands 0:1: -N
1768540685.637992 cmd_parse_build_commands 0:2: %%
1768540685.637996 args_parse_flags: next -N
1768540685.638000 args_parse_flag_argument: -N = %%
1768540685.638010 args_parse: flags end at 3 of 3
1768540685.638018 cmd_parse_build_commands: send-keys -N "%%"
1768540685.638022 args_parse_flags: next -Np(repeat)
1768540685.638025 args_parse_flags: -N
1768540685.638028 args_parse_flag_argument: -p = (repeat)
1768540685.638032 args_parse_flags: next -I6
1768540685.638035 args_parse_flag_argument: -I = 6
1768540685.638038 args_parse: flags end at 3 of 4
1768540685.638043 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.638050 cmd_parse_build_commands: command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1768540685.638054 args_parse_flags: next -Tcopy-mode-vi
1768540685.638058 args_parse_flag_argument: -T = copy-mode-vi
1768540685.638061 args_parse_flags: next 6
1768540685.638064 args_parse: flags end at 2 of 4
1768540685.638067 args_parse: 2 = 6 (type STRING)
1768540685.638075 args_parse: 3 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.638084 cmd_parse_build_commands: bind-key -T copy-mode-vi 6 { command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } }
1768540685.638089 cmdq_get_command: [bind-key/0xa1acc8600] group 2212
1768540685.638092 cmdq_append <global>: [bind-key/0xa1acc8600]
1768540685.638096 yylex_token: end at WS
1768540685.638099 yylex_token: bind
1768540685.638103 yylex_token: end at WS
1768540685.638106 yylex_token: -Tcopy-mode-vi
1768540685.638109 yylex_token: end at WS
1768540685.638113 yylex_token: 7
1768540685.638117 yylex_token: end at WS
1768540685.638120 yylex_token: command-prompt
1768540685.638124 yylex_token: end at WS
1768540685.638127 yylex_token: -Np(repeat)
1768540685.638130 yylex_token: end at WS
1768540685.638134 yylex_token: -I7
1768540685.638137 yylex_token: end at WS
1768540685.638140 yylex_token: send
1768540685.638143 yylex_token: end at WS
1768540685.638147 yylex_token: -N
1768540685.638150 yylex_token: end at WS
1768540685.638153 yylex_token: %%
1768540685.638157 cmd_parse_build_commands 0:0: bind
1768540685.638160 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.638164 cmd_parse_build_commands 0:2: 7
1768540685.638167 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.638171 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.638174 cmd_parse_build_commands 0:3 0:2: -I7
1768540685.638177 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.638181 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.638184 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.638188 cmd_parse_build_commands 0:0: command-prompt
1768540685.638191 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.638195 cmd_parse_build_commands 0:2: -I7
1768540685.638198 cmd_parse_build_commands 0:3 0:0: send
1768540685.638201 cmd_parse_build_commands 0:3 0:1: -N
1768540685.638205 cmd_parse_build_commands 0:3 0:2: %%
1768540685.638208 cmd_parse_build_commands 0:0: send
1768540685.638212 cmd_parse_build_commands 0:1: -N
1768540685.638215 cmd_parse_build_commands 0:2: %%
1768540685.638219 args_parse_flags: next -N
1768540685.638223 args_parse_flag_argument: -N = %%
1768540685.638226 args_parse: flags end at 3 of 3
1768540685.638231 cmd_parse_build_commands: send-keys -N "%%"
1768540685.638234 args_parse_flags: next -Np(repeat)
1768540685.638237 args_parse_flags: -N
1768540685.638241 args_parse_flag_argument: -p = (repeat)
1768540685.638244 args_parse_flags: next -I7
1768540685.638247 args_parse_flag_argument: -I = 7
1768540685.638251 args_parse: flags end at 3 of 4
1768540685.638255 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.638262 cmd_parse_build_commands: command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1768540685.638266 args_parse_flags: next -Tcopy-mode-vi
1768540685.638269 args_parse_flag_argument: -T = copy-mode-vi
1768540685.638273 args_parse_flags: next 7
1768540685.638276 args_parse: flags end at 2 of 4
1768540685.638279 args_parse: 2 = 7 (type STRING)
1768540685.638286 args_parse: 3 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.638296 cmd_parse_build_commands: bind-key -T copy-mode-vi 7 { command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } }
1768540685.638313 cmdq_get_command: [bind-key/0xa1acc8700] group 2224
1768540685.638316 cmdq_append <global>: [bind-key/0xa1acc8700]
1768540685.638320 yylex_token: end at WS
1768540685.638323 yylex_token: bind
1768540685.638327 yylex_token: end at WS
1768540685.638331 yylex_token: -Tcopy-mode-vi
1768540685.638334 yylex_token: end at WS
1768540685.638337 yylex_token: 8
1768540685.638341 yylex_token: end at WS
1768540685.638344 yylex_token: command-prompt
1768540685.638348 yylex_token: end at WS
1768540685.638351 yylex_token: -Np(repeat)
1768540685.638355 yylex_token: end at WS
1768540685.638358 yylex_token: -I8
1768540685.638362 yylex_token: end at WS
1768540685.638365 yylex_token: send
1768540685.638368 yylex_token: end at WS
1768540685.638371 yylex_token: -N
1768540685.638375 yylex_token: end at WS
1768540685.638378 yylex_token: %%
1768540685.638382 cmd_parse_build_commands 0:0: bind
1768540685.638385 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.638388 cmd_parse_build_commands 0:2: 8
1768540685.638392 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.638395 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.638399 cmd_parse_build_commands 0:3 0:2: -I8
1768540685.638402 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.638406 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.638409 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.638413 cmd_parse_build_commands 0:0: command-prompt
1768540685.638416 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.638419 cmd_parse_build_commands 0:2: -I8
1768540685.638423 cmd_parse_build_commands 0:3 0:0: send
1768540685.638426 cmd_parse_build_commands 0:3 0:1: -N
1768540685.638429 cmd_parse_build_commands 0:3 0:2: %%
1768540685.638433 cmd_parse_build_commands 0:0: send
1768540685.638437 cmd_parse_build_commands 0:1: -N
1768540685.638440 cmd_parse_build_commands 0:2: %%
1768540685.638444 args_parse_flags: next -N
1768540685.638448 args_parse_flag_argument: -N = %%
1768540685.638451 args_parse: flags end at 3 of 3
1768540685.638456 cmd_parse_build_commands: send-keys -N "%%"
1768540685.638459 args_parse_flags: next -Np(repeat)
1768540685.638462 args_parse_flags: -N
1768540685.638466 args_parse_flag_argument: -p = (repeat)
1768540685.638469 args_parse_flags: next -I8
1768540685.638472 args_parse_flag_argument: -I = 8
1768540685.638476 args_parse: flags end at 3 of 4
1768540685.638480 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.638487 cmd_parse_build_commands: command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1768540685.638491 args_parse_flags: next -Tcopy-mode-vi
1768540685.638494 args_parse_flag_argument: -T = copy-mode-vi
1768540685.638497 args_parse_flags: next 8
1768540685.638501 args_parse: flags end at 2 of 4
1768540685.638504 args_parse: 2 = 8 (type STRING)
1768540685.638511 args_parse: 3 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.638521 cmd_parse_build_commands: bind-key -T copy-mode-vi 8 { command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } }
1768540685.638525 cmdq_get_command: [bind-key/0xa1acc8800] group 2236
1768540685.638529 cmdq_append <global>: [bind-key/0xa1acc8800]
1768540685.638532 yylex_token: end at WS
1768540685.638540 yylex_token: bind
1768540685.638544 yylex_token: end at WS
1768540685.638547 yylex_token: -Tcopy-mode-vi
1768540685.638551 yylex_token: end at WS
1768540685.638554 yylex_token: 9
1768540685.638558 yylex_token: end at WS
1768540685.638561 yylex_token: command-prompt
1768540685.638565 yylex_token: end at WS
1768540685.638568 yylex_token: -Np(repeat)
1768540685.638572 yylex_token: end at WS
1768540685.638575 yylex_token: -I9
1768540685.638579 yylex_token: end at WS
1768540685.638582 yylex_token: send
1768540685.638585 yylex_token: end at WS
1768540685.638588 yylex_token: -N
1768540685.638592 yylex_token: end at WS
1768540685.638595 yylex_token: %%
1768540685.638599 cmd_parse_build_commands 0:0: bind
1768540685.638602 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.638606 cmd_parse_build_commands 0:2: 9
1768540685.638609 cmd_parse_build_commands 0:3 0:0: command-prompt
1768540685.638622 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1768540685.638626 cmd_parse_build_commands 0:3 0:2: -I9
1768540685.638629 cmd_parse_build_commands 0:3 0:3 0:0: send
1768540685.638633 cmd_parse_build_commands 0:3 0:3 0:1: -N
1768540685.638636 cmd_parse_build_commands 0:3 0:3 0:2: %%
1768540685.638640 cmd_parse_build_commands 0:0: command-prompt
1768540685.638643 cmd_parse_build_commands 0:1: -Np(repeat)
1768540685.638647 cmd_parse_build_commands 0:2: -I9
1768540685.638650 cmd_parse_build_commands 0:3 0:0: send
1768540685.638653 cmd_parse_build_commands 0:3 0:1: -N
1768540685.638657 cmd_parse_build_commands 0:3 0:2: %%
1768540685.638661 cmd_parse_build_commands 0:0: send
1768540685.638664 cmd_parse_build_commands 0:1: -N
1768540685.638667 cmd_parse_build_commands 0:2: %%
1768540685.638672 args_parse_flags: next -N
1768540685.638675 args_parse_flag_argument: -N = %%
1768540685.638678 args_parse: flags end at 3 of 3
1768540685.638683 cmd_parse_build_commands: send-keys -N "%%"
1768540685.638686 args_parse_flags: next -Np(repeat)
1768540685.638690 args_parse_flags: -N
1768540685.638693 args_parse_flag_argument: -p = (repeat)
1768540685.638696 args_parse_flags: next -I9
1768540685.638700 args_parse_flag_argument: -I = 9
1768540685.638703 args_parse: flags end at 3 of 4
1768540685.638707 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1768540685.638715 cmd_parse_build_commands: command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1768540685.638718 args_parse_flags: next -Tcopy-mode-vi
1768540685.638722 args_parse_flag_argument: -T = copy-mode-vi
1768540685.638725 args_parse_flags: next 9
1768540685.638728 args_parse: flags end at 2 of 4
1768540685.638731 args_parse: 2 = 9 (type STRING)
1768540685.638739 args_parse: 3 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1768540685.638748 cmd_parse_build_commands: bind-key -T copy-mode-vi 9 { command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } }
1768540685.638753 cmdq_get_command: [bind-key/0xa1acc8900] group 2248
1768540685.638756 cmdq_append <global>: [bind-key/0xa1acc8900]
1768540685.638760 yylex_token: end at WS
1768540685.638763 yylex_token: bind
1768540685.638767 yylex_token: end at WS
1768540685.638770 yylex_token: -Tcopy-mode-vi
1768540685.638773 yylex_token: end at WS
1768540685.638776 yylex_token: :
1768540685.638781 yylex_token: end at WS
1768540685.638784 yylex_token: command-prompt
1768540685.638788 yylex_token: end at WS
1768540685.638791 yylex_token: -p(goto line)
1768540685.638795 yylex_token: end at WS
1768540685.638798 yylex_token: send
1768540685.638801 yylex_token: end at WS
1768540685.638804 yylex_token: -X
1768540685.638808 yylex_token: end at WS
1768540685.638811 yylex_token: goto-line
1768540685.638815 yylex_token: end at WS
1768540685.638818 yylex_token: --
1768540685.638821 yylex_token: end at WS
1768540685.638824 yylex_token: %%
1768540685.638828 cmd_parse_build_commands 0:0: bind
1768540685.638832 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1768540685.638835 cmd_parse_build_commands 0:2: :
1768540685.638839 cmd_parse_build_commands 0:3 0:0: command-prompt
